url,label
https://www.stackoverflow.com,safe
https://www.oracle.com,safe
http://confirm-identity.example,warning
https://www.amazon.com,safe
https://www.oracle.com,safe
https://account-reset-warning.com,warning
https://account-reset-warning.com,warning
https://www.ibm.com,safe
https://secure-paypal-verification.net,warning
http://confirm-identity.example,warning
https://www.amazon.com,safe
https://www.wikipedia.org,safe
http://confirm-identity.example,warning
http://verify-now.example,warning
http://secure-update.badactor.ru,alert
https://account-reset-warning.com,warning
http://secure-update.badactor.ru,alert
http://banking-alert.example,warning
http://driveby-download.ru,alert
http://paypal-secure-login.tk,alert
https://account-reset-warning.com,warning
https://www.wikipedia.org,safe
https://www.github.com,safe
http://free-gift-card.xyz,alert
https://www.amazon.com,safe
https://www.stackoverflow.com,safe
https://www.github.com,safe
http://banking-alert.example,warning
https://www.github.com,safe
http://payment-review.example,warning
http://phishing-site-login.ml,alert
http://malware-download.exe,alert
https://www.ibm.com,safe
https://www.ibm.com,safe
